400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,ycs_bypass,CoefR2Y,CoefG2Y,CoefB2Y,CoefR2Cb,CoefG2Cb,CoefB2Cb,CoefR2Cr,CoefG2Cr,CoefB2Cr,RGB2YCC_cb_offset,RGB2YCC_cr_offset,chro_mode,chro_y_th,chro_th,chro_cutoff_th1,chro_cutoff_th2,chro_a1,chro_a2,chro_lut1,chro_lut2,chro_lut3,chro_lut4,chro_lut5,chro_lut6,chro_lut7,chro_lut8,chro_lut9,chro_lut10,chro_lut11,chro_lut12,chro_lut13,chro_lut14,chro_lut15,lut_ycs_y_1,lut_ycs_y_2,lut_ycs_y_3,lut_ycs_y_4,lut_ycs_y_5,lut_ycs_y_6,lut_ycs_y_7,lut_ycs_y_8,lut_ycs_y_9,lut_ycs_y_10,lut_ycs_y_11,lut_ycs_y_12,lut_ycs_y_13,lut_ycs_y_14,lut_ycs_y_15,lut_ycs_y_16,lut_ycs_y_17,lut_ycs_y_18,lut_ycs_y_19,lut_ycs_y_20,lut_ycs_y_21,lut_ycs_y_22,lut_ycs_y_23,lut_ycs_y_24,lut_ycs_y_25,lut_ycs_y_26,lut_ycs_y_27,lut_ycs_y_28,lut_ycs_y_29,lut_ycs_y_30,lut_ycs_y_31,lut_ycs_y_32,lut_ycs_y_33,lut_ycs_c_1,lut_ycs_c_2,lut_ycs_c_3,lut_ycs_c_4,lut_ycs_c_5,lut_ycs_c_6,lut_ycs_c_7,lut_ycs_c_8,lut_ycs_c_9,lut_ycs_c_10,lut_ycs_c_11,lut_ycs_c_12,lut_ycs_c_13,lut_ycs_c_14,lut_ycs_c_15,lut_ycs_c_16,lut_ycs_c_17,tr_first_tile_width,tr_first_tile_height,out_line_offset,out_line_num,RawHsize,RawVsize,SrcHbase,SrcVbase,SrcHsize,SrcVsize,DestHsize,DestVsize
pattern_00177,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,1,1,170,1,0,4,5,2,15,5,14,7,6,13,7,6,13,1,16,41,46,63,38,58,63,24,2,57,50,56,46,5,31,21,37,52,57,9,4,2,22,64,39,6,0,64,24,14,12,9,26,53,11,6,42,16,41,54,28,35,14,50,14,0,28,26,61,51,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00178,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,1,1,255,10,15,11,7,11,15,13,11,5,12,7,0,10,11,13,59,24,56,42,21,58,14,59,41,25,9,5,57,62,61,0,24,21,21,13,33,63,32,15,12,39,27,49,12,34,5,20,39,38,24,38,24,59,13,1,57,62,64,38,12,39,7,19,64,30,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00179,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,1,170,1,13,14,3,2,14,6,8,1,0,8,7,11,6,7,1,35,49,1,51,0,43,60,11,19,14,35,29,61,39,2,34,20,2,23,22,11,43,44,20,61,58,7,46,63,51,45,11,2,53,15,5,48,59,38,17,28,41,12,46,44,9,50,9,14,12,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00180,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,1,170,170,4,5,10,5,15,12,2,9,15,15,2,12,8,0,6,37,37,26,29,31,46,18,63,60,27,38,25,60,8,22,4,3,39,36,50,29,61,12,30,45,47,12,58,42,21,31,52,60,26,15,18,46,19,5,57,51,55,0,60,34,38,9,51,30,36,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00181,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,1,170,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,38,31,39,36,21,18,1,43,1,51,13,55,21,31,11,39,58,18,3,48,53,49,36,31,39,38,47,30,12,9,48,58,46,57,60,25,40,50,63,13,47,24,2,27,6,23,20,24,13,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00182,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,1,255,1,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,63,38,9,26,13,34,24,14,9,4,1,33,26,51,22,17,20,50,11,49,1,40,39,42,12,37,64,50,30,38,24,18,53,32,62,13,16,22,14,20,6,28,15,54,16,42,47,47,29,55,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00183,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,1,255,170,10,11,5,7,7,11,4,3,12,3,1,6,12,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00184,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,1,255,255,8,1,14,4,14,11,5,0,5,2,2,13,15,3,10,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00185,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,10,1,1,8,0,9,10,4,13,5,0,0,13,5,1,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00186,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,10,1,170,14,5,15,11,2,15,11,5,3,5,9,0,3,2,11,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00187,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,10,1,255,1,6,5,12,9,8,13,11,7,11,7,10,8,14,8,25,12,30,52,29,14,46,38,62,43,59,19,0,0,50,20,52,34,6,48,30,38,27,40,27,25,23,32,51,25,35,30,24,57,31,35,54,12,36,59,51,17,5,29,62,57,18,42,38,53,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00188,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,10,170,1,5,8,4,14,1,0,4,8,0,8,13,5,13,2,10,24,35,14,19,57,63,2,32,51,19,22,22,57,26,22,57,46,19,35,46,40,22,13,19,48,7,37,57,34,37,26,5,45,18,18,38,32,28,30,38,18,57,54,22,10,59,58,3,27,29,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00189,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,10,170,170,7,12,7,12,2,1,9,5,11,2,12,6,6,11,9,42,64,55,17,53,35,49,2,36,20,46,13,40,18,12,26,18,8,57,26,63,23,38,52,62,56,22,42,29,12,26,22,0,61,20,44,27,40,44,34,49,62,22,9,37,19,29,24,57,52,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00190,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,10,170,255,10,8,15,14,11,3,7,2,1,9,6,6,6,8,10,46,41,41,22,11,14,51,32,12,64,11,44,30,16,58,62,25,60,22,9,19,14,42,61,48,41,35,1,11,0,29,54,34,33,29,51,12,1,27,48,32,14,48,16,41,27,55,10,33,19,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00191,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,10,255,1,7,15,0,5,8,13,11,10,8,11,9,10,12,10,7,63,19,1,58,0,9,6,39,16,59,52,7,16,62,51,3,37,12,0,15,50,53,19,21,48,42,58,23,48,40,8,29,27,55,43,19,54,62,19,45,24,15,44,61,52,15,59,30,37,32,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00192,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,10,255,170,1,4,7,15,8,1,5,15,1,13,4,10,1,2,8,60,61,62,64,62,17,14,49,64,36,63,3,27,2,7,9,33,1,26,55,46,38,21,0,12,11,64,22,51,3,47,10,39,13,13,60,22,62,4,25,17,17,44,22,63,64,61,57,35,12,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00193,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,10,255,255,7,15,6,14,5,7,2,10,13,7,13,0,7,1,0,8,40,49,43,57,59,56,2,18,32,42,62,21,54,33,24,49,16,42,17,26,61,53,5,6,13,21,53,22,64,41,17,52,15,43,47,33,9,64,34,2,6,48,40,41,49,47,22,37,19,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00194,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,15,1,1,15,8,13,9,8,13,11,9,3,10,2,9,3,6,12,59,31,17,26,36,20,28,6,47,41,22,57,5,5,54,16,14,7,60,28,29,18,64,53,11,34,23,51,14,0,60,63,8,64,6,18,42,13,4,29,6,25,19,27,51,63,45,20,46,4,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00195,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,15,1,170,8,13,5,14,9,5,13,1,7,10,2,4,4,7,12,2,30,46,62,14,41,33,45,50,7,37,53,28,18,44,15,5,44,64,21,64,8,22,51,24,41,37,29,21,52,19,24,20,18,64,60,44,19,23,52,37,57,36,21,54,41,21,15,41,63,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00196,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,15,1,255,4,7,8,0,5,3,14,3,7,3,12,6,10,10,0,24,29,27,9,22,15,63,1,64,58,64,21,55,8,38,51,15,46,37,22,9,64,11,62,0,2,63,55,19,9,49,64,39,42,64,20,43,44,54,49,15,61,64,17,3,7,23,31,44,21,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00197,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,15,170,1,4,8,2,9,15,1,15,15,13,10,6,0,15,13,5,30,31,7,2,19,24,10,44,58,12,27,26,59,60,60,21,41,55,5,32,0,24,60,0,55,34,5,2,62,21,30,29,6,41,15,31,7,8,16,21,3,24,8,42,60,51,16,28,43,8,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00198,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,15,170,170,7,1,10,11,0,9,14,14,4,15,13,15,0,5,15,49,57,33,15,12,40,15,16,41,44,43,4,17,13,10,31,39,3,46,23,59,26,63,57,29,4,11,14,45,54,1,53,25,18,57,55,29,46,53,18,4,53,52,47,49,18,12,30,17,19,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00199,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,15,170,255,1,7,6,1,7,10,12,14,3,2,0,1,12,8,10,38,9,20,6,28,20,25,56,36,62,61,54,32,17,30,27,52,16,36,55,47,8,54,33,57,36,35,52,7,28,37,31,35,0,40,37,51,52,5,53,31,0,14,2,15,55,4,7,46,23,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00200,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,15,255,1,15,13,2,3,11,2,10,9,13,10,9,6,5,8,4,37,41,44,23,64,18,22,43,60,31,4,61,9,2,59,36,24,34,56,55,11,14,33,9,35,11,17,20,24,56,34,64,43,36,55,5,58,34,27,45,55,11,52,38,41,34,38,8,56,55,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00201,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,15,255,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,23,44,43,23,6,24,15,39,24,45,31,45,55,48,62,21,52,19,49,49,11,26,58,14,11,56,53,50,27,28,0,2,15,42,12,61,18,49,14,39,16,15,55,46,38,5,20,34,64,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00202,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,1,15,255,255,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,11,28,45,27,1,57,50,41,56,3,56,43,30,40,42,35,40,1,19,29,38,31,14,32,39,47,47,60,8,62,1,62,61,24,58,35,6,29,16,12,54,18,23,53,39,58,37,50,52,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00203,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,1,1,1,14,6,4,4,10,13,10,9,13,11,11,13,4,5,15,47,3,12,55,58,61,5,51,2,2,61,30,33,17,0,52,59,9,58,25,47,36,36,16,28,8,7,3,2,40,46,42,53,21,47,51,50,52,20,57,23,0,11,17,35,16,35,25,25,35,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00204,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,1,1,170,10,3,10,15,8,15,9,4,6,2,13,14,12,5,0,23,19,30,41,1,63,26,37,36,31,7,21,10,30,58,17,20,7,57,46,22,30,8,64,11,31,2,44,16,33,50,52,20,55,8,50,3,45,13,53,46,50,39,3,13,39,11,50,56,38,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00205,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,1,1,255,14,0,11,5,12,10,15,3,13,15,15,10,6,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00206,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,1,170,1,10,1,4,1,14,10,1,14,11,9,13,6,12,7,8,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00207,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,1,170,170,6,5,8,6,8,13,13,9,7,14,2,13,11,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00208,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,1,170,255,4,7,0,1,13,6,10,10,15,0,2,12,1,7,15,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00209,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,1,255,1,5,13,15,15,3,13,5,4,3,12,4,2,12,2,3,55,51,21,49,64,52,42,35,38,16,18,6,7,37,41,26,34,22,23,42,34,25,36,14,58,0,34,21,61,61,9,45,34,61,55,17,5,42,18,43,8,57,44,3,32,30,14,20,54,45,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00210,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,1,255,170,0,9,11,2,1,1,7,7,4,12,11,12,5,13,8,47,20,11,59,32,20,60,50,19,38,15,6,51,59,21,5,36,64,6,54,55,7,43,31,57,2,57,6,22,64,14,14,30,3,50,9,4,1,0,50,28,53,44,41,38,10,8,35,20,63,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00211,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,1,255,255,5,0,8,13,4,6,0,7,9,10,11,14,5,9,2,57,8,45,47,35,2,59,18,60,45,60,26,46,62,38,8,59,27,6,25,37,11,19,17,57,11,53,19,2,63,7,9,8,42,39,9,6,9,30,29,20,62,31,64,16,4,60,59,25,35,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00212,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,10,1,1,12,3,3,1,11,9,0,6,2,15,8,14,15,9,13,19,41,37,22,5,3,36,63,28,51,4,37,11,33,31,60,2,25,37,45,63,42,1,10,9,34,52,2,29,1,19,7,8,17,55,58,63,43,46,34,49,64,35,0,26,14,61,21,46,40,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00213,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,10,1,170,12,11,6,4,2,6,6,6,10,12,2,10,7,4,8,37,59,13,3,52,30,9,56,1,11,63,37,46,33,7,25,3,20,55,42,31,4,60,39,52,37,10,60,54,13,5,55,55,57,58,52,47,53,46,5,61,61,58,41,45,60,33,29,22,63,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00214,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,10,1,255,15,1,10,13,9,2,8,11,3,1,12,5,12,7,1,46,64,2,1,44,12,20,15,53,3,13,57,47,10,33,22,14,41,61,40,2,29,31,19,32,57,46,12,13,60,8,13,7,29,46,57,5,27,31,13,31,19,1,36,44,44,1,33,49,57,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00215,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,10,170,1,15,5,5,6,11,14,0,7,8,10,8,15,13,7,8,23,39,29,50,32,42,25,14,60,5,15,33,32,52,2,57,44,33,38,8,40,8,30,54,32,21,59,20,0,19,45,17,30,18,56,58,32,29,17,44,11,21,44,32,7,36,13,25,38,58,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00216,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,10,170,170,0,4,5,3,8,11,3,9,7,9,3,11,10,4,2,30,42,29,21,8,16,53,59,10,16,63,49,2,42,41,45,52,59,36,63,50,58,53,19,42,40,3,40,34,62,7,30,12,1,20,0,24,45,63,10,37,56,30,36,44,51,57,29,46,8,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00217,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,10,170,255,7,4,15,13,10,0,0,8,11,15,14,5,0,15,1,18,50,4,41,5,11,50,8,61,7,6,11,63,49,21,42,41,58,46,18,7,27,32,34,1,4,18,54,14,25,13,58,35,43,43,37,12,55,35,28,29,63,1,45,40,58,4,48,54,61,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00218,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,10,255,1,12,5,5,12,3,11,2,3,13,5,0,11,10,8,8,22,50,12,50,58,49,0,25,62,14,43,63,20,54,54,8,7,21,58,24,3,43,34,64,4,56,63,34,33,20,33,63,15,37,53,27,20,22,58,23,61,44,56,61,31,3,20,30,28,51,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00219,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,10,255,170,14,11,8,2,7,9,13,2,15,11,6,3,7,6,4,32,24,46,25,35,33,49,22,21,39,25,47,34,60,11,15,23,50,35,47,12,3,30,39,46,23,18,19,58,28,47,58,19,27,34,11,53,36,45,54,19,1,33,53,54,19,49,30,49,22,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00220,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,10,255,255,5,11,15,14,14,2,11,5,13,8,14,4,6,2,0,28,55,11,41,55,0,55,64,31,1,19,39,43,8,46,37,19,23,55,10,21,34,13,3,14,43,7,13,18,30,63,15,27,40,0,16,35,53,14,37,40,18,43,43,26,38,58,1,31,30,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00221,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,37,41,25,15,63,50,45,3,56,40,28,34,12,50,35,17,44,33,24,2,39,32,13,38,24,37,28,13,45,12,32,9,1,36,38,37,14,56,57,42,27,53,41,27,7,46,59,26,55,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00222,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,15,1,170,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,59,40,18,6,25,14,59,38,23,22,60,2,1,37,35,61,27,64,62,53,1,16,36,5,38,46,7,10,5,12,18,13,33,10,43,3,48,52,43,16,12,22,8,31,2,41,35,60,10,42,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00223,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,15,1,255,1,15,5,13,11,12,3,7,15,11,3,14,14,14,11,37,22,59,52,35,17,63,53,32,52,12,3,19,61,23,4,44,33,3,48,31,35,29,38,29,25,30,45,39,60,55,60,56,36,14,3,5,55,29,39,0,1,51,24,10,51,52,62,30,59,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00224,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,15,170,1,11,15,3,3,2,11,11,14,13,6,8,8,12,12,5,11,24,47,26,63,49,53,14,2,15,20,29,26,9,49,36,34,52,14,20,20,37,5,46,47,3,19,38,5,43,49,29,9,2,61,21,49,16,45,23,16,10,12,49,32,13,16,12,51,31,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00225,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,15,170,170,14,4,11,13,14,9,8,8,14,0,2,12,13,2,5,44,35,53,2,14,29,16,49,23,22,43,43,45,34,6,13,10,1,0,10,9,37,2,50,39,61,5,31,24,59,44,62,62,56,37,50,37,59,2,46,9,4,49,2,12,44,33,38,33,41,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00226,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,15,170,255,11,12,6,9,9,2,6,9,10,9,2,8,4,9,5,59,9,54,47,59,4,6,18,3,56,15,54,24,35,25,52,27,49,3,11,58,30,55,14,9,45,48,33,48,20,8,21,37,56,1,45,9,47,63,47,31,42,23,63,43,6,28,34,52,48,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00227,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,15,255,1,11,3,5,6,2,13,6,4,1,3,15,2,15,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00228,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,15,255,170,12,15,14,1,15,15,10,7,12,13,7,0,7,7,8,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00229,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,10,15,255,255,8,14,6,0,15,11,10,14,7,0,8,15,9,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00230,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,1,1,1,15,6,10,13,5,6,8,12,13,13,4,1,6,11,10,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00231,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,1,1,170,14,12,10,12,9,2,6,3,14,2,7,15,11,9,11,48,29,14,15,50,52,32,18,61,41,23,5,49,10,20,55,10,52,42,21,47,60,48,10,43,46,14,42,59,0,21,55,2,56,30,13,6,15,10,7,2,60,32,7,11,1,63,11,36,20,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00232,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,1,1,255,5,4,3,9,9,5,4,4,14,12,3,8,0,0,12,43,8,4,18,62,6,6,51,41,25,42,21,16,34,1,26,5,1,20,57,60,2,38,29,5,0,63,23,19,15,21,6,7,15,38,31,54,26,28,44,2,64,61,55,48,44,41,28,12,61,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00233,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,1,170,1,10,15,5,13,14,11,3,10,0,1,9,14,14,9,2,63,64,64,57,49,20,11,10,53,11,3,55,25,61,18,59,23,55,7,7,25,13,25,52,19,29,49,35,3,9,46,48,56,29,22,22,17,41,22,9,27,34,22,33,14,49,43,46,64,59,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00234,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,1,170,170,6,1,1,7,9,15,9,4,3,4,6,9,10,7,15,1,8,38,46,26,8,2,49,11,49,1,33,50,2,28,45,11,49,21,21,9,33,1,51,64,41,4,11,30,26,2,55,35,21,51,42,28,13,46,47,30,21,32,53,6,36,16,30,46,4,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00235,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,1,170,255,3,14,11,14,12,3,5,5,12,14,1,7,8,5,8,24,38,57,33,48,42,3,51,2,40,16,33,28,9,3,46,19,27,5,60,25,6,57,41,49,17,17,58,53,21,5,45,54,38,50,51,37,54,21,15,22,7,35,42,44,50,64,14,58,42,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00236,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,1,255,1,8,12,13,1,9,4,1,5,0,12,4,11,6,7,9,16,24,42,50,37,56,21,18,50,33,50,9,13,9,2,45,57,14,25,39,53,8,28,4,17,36,13,56,41,30,62,14,15,30,0,62,39,36,17,5,40,50,56,47,21,26,32,26,28,41,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
pattern_00237,1,308,600,116,2220,2388,512,512,2476,2132,128,128,2,40,15,15,1,255,170,14,14,11,5,9,5,14,5,6,13,12,9,12,14,9,41,63,43,26,60,60,46,39,28,5,2,64,13,17,17,36,4,43,49,56,50,3,50,8,16,8,40,19,31,5,32,21,61,59,17,47,0,20,64,37,54,56,19,4,6,42,21,61,21,5,1279,2111,1279,2111,1280,2112,0,0,1280,2112,1280,2112
